workload,stage,run_dir,request_latency_ms_avg,request_latency_ms_p90,request_latency_ms_p99,request_throughput_rps,output_token_throughput_tps,image_throughput_ips,input_tokens_avg,output_tokens_avg,request_count
baseline,AGG,artifacts/p4_7b/baseline/Qwen_Qwen2.5-VL-7B-Instruct-aggregated-1node-native-vllm_concurrency4_20260504_123748,389.25463942,400.8641956,476.98209728999996,9.89437496286072,633.2399976230861,2.578955236584884,895.0,64.0,50.0
baseline,E/PD,artifacts/p4_7b/baseline/Qwen_Qwen2.5-VL-7B-Instruct-e-pd-1node-native-vllm_concurrency4_20260504_130512,911.2130641,932.4129628,1083.0630953,4.234066445199644,270.9802524927772,1.100580309627661,895.0,64.0,50.0
baseline,E/P/D,artifacts/p4_7b/baseline/Qwen_Qwen2.5-VL-7B-Instruct-e-p-d-1node-native-vllm_concurrency4_20260504_131851,2263.1602099399997,2386.6989046999997,3583.73532336,1.7421380618113274,111.49683595592495,0.4538777180097393,895.0,64.0,50.0
