# AIPerf Server Metrics Export (CSV)
# aiperf_version: 0.6.0.post1
# schema_version: 1.0
# benchmark_id: c03c1fa5-386d-4f11-bb97-ced78c839a0a
# Note: Same benchmark_id and version appear in JSON and Parquet exports
#
Endpoint,Type,Metric,Unit,avg,min,max,std,p1,p5,p10,p25,p50,p75,p90,p95,p99,model,Description
localhost:8000,gauge,dynamo_frontend_disconnected_clients,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,Number of disconnected clients
localhost:8000,gauge,dynamo_frontend_inflight_requests,requests,3.2000,0.0000,4.0000,1.7889,0.1600,0.8000,1.6000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,qwen/qwen2-vl-2b-instruct,Number of inflight requests
localhost:8000,gauge,dynamo_frontend_model_context_length,tokens,32768.0000,32768.0000,32768.0000,0.0000,32768.0000,32768.0000,32768.0000,32768.0000,32768.0000,32768.0000,32768.0000,32768.0000,32768.0000,Qwen/Qwen2-VL-2B-Instruct,Maximum context length in tokens for a worker serving the model
localhost:8000,gauge,dynamo_frontend_model_kv_cache_block_size,tokens,16.0000,16.0000,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,Qwen/Qwen2-VL-2B-Instruct,KV cache block size in tokens for a worker serving the model
localhost:8000,gauge,dynamo_frontend_model_max_num_batched_tokens,tokens,2048.0000,2048.0000,2048.0000,0.0000,2048.0000,2048.0000,2048.0000,2048.0000,2048.0000,2048.0000,2048.0000,2048.0000,2048.0000,Qwen/Qwen2-VL-2B-Instruct,Maximum number of batched tokens for a worker serving the model
localhost:8000,gauge,dynamo_frontend_model_max_num_seqs,,256.0000,256.0000,256.0000,0.0000,256.0000,256.0000,256.0000,256.0000,256.0000,256.0000,256.0000,256.0000,256.0000,Qwen/Qwen2-VL-2B-Instruct,Maximum number of sequences for a worker serving the model
localhost:8000,gauge,dynamo_frontend_model_migration_limit,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Qwen/Qwen2-VL-2B-Instruct,Maximum number of request migrations allowed for the model
localhost:8000,gauge,dynamo_frontend_model_total_kv_blocks,blocks,61662.0000,61662.0000,61662.0000,0.0000,61662.0000,61662.0000,61662.0000,61662.0000,61662.0000,61662.0000,61662.0000,61662.0000,61662.0000,Qwen/Qwen2-VL-2B-Instruct,Total KV cache blocks available for a worker serving the model
localhost:8000,gauge,dynamo_frontend_queued_requests,requests,0.2000,0.0000,1.0000,0.4472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.8000,0.9600,qwen/qwen2-vl-2b-instruct,Number of requests in HTTP processing queue

Endpoint,Type,Metric,Unit,total,rate,rate_avg,rate_min,rate_max,rate_std,dynamo_component,dynamo_namespace,router_id,endpoint,error_type,request_type,status,model,Description
localhost:8000,counter,dynamo_frontend_output_tokens,tokens,993.0000,618.0756,,,,,,,,,,,,qwen/qwen2-vl-2b-instruct,Total number of output tokens generated (updates in real-time)
localhost:8000,counter,dynamo_frontend_requests,requests,10.0000,6.2243,,,,,,,,chat_completions,,unary,success,qwen/qwen2-vl-2b-instruct,Total number of LLM requests processed
localhost:8000,counter,dynamo_component_router_requests,requests,0.0000,0.0000,,,,,backend,dynamo,2927170518315651499,,,,,,Total number of requests processed by the router

Endpoint,Type,Metric,Unit,count,count_rate,sum,sum_rate,avg,p1_estimate,p5_estimate,p10_estimate,p25_estimate,p50_estimate,p75_estimate,p90_estimate,p95_estimate,p99_estimate,dynamo_component,dynamo_namespace,router_id,model,operation,Description,buckets
localhost:8000,histogram,dynamo_frontend_tokenizer_latency_ms,milliseconds,10,6.2243,0.0374,0.0233,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,,,,,detokenize,Tokenizer latency in milliseconds,0.5=10;1=10;2=10;4=10;8=10;16=10;32=10;64=10;128=10;256=10;512=10;+Inf=10
localhost:8000,histogram,dynamo_frontend_tokenizer_latency_ms,milliseconds,10,6.2243,12.4912,7.7750,1.2491,1.0030,1.0150,1.0301,1.0957,1.2161,1.3943,1.5061,1.5434,1.5732,,,,,tokenize,Tokenizer latency in milliseconds,0.5=0;1=0;2=10;4=10;8=10;16=10;32=10;64=10;128=10;256=10;512=10;+Inf=10
localhost:8000,histogram,dynamo_frontend_input_sequence_tokens,tokens,10,6.2243,5770.0000,3591.4361,577.0000,430.0000,430.0000,430.0000,472.2000,571.2000,670.2000,729.6000,749.4000,765.2400,,,,qwen/qwen2-vl-2b-instruct,,Input sequence length in tokens,0=0;100=0;210=0;430=0;870=10;1800=10;3600=10;7400=10;15000=10;31000=10;63000=10;130000=10;+Inf=10
localhost:8000,histogram,dynamo_frontend_inter_token_latency_seconds,seconds,983,611.8512,5.0991,3.1738,0.0052,0.0013,0.0035,0.0036,0.0041,0.0050,0.0058,0.0063,0.0065,0.0164,,,,qwen/qwen2-vl-2b-instruct,,Inter-token latency in seconds,0=0;0.0019=15;0.0035=23;0.0067=950;0.013=968;0.024=983;0.045=983;0.084=983;0.16=983;0.3=983;0.56=983;1.1=983;2=983;+Inf=983
localhost:8000,histogram,dynamo_frontend_output_sequence_tokens,tokens,10,6.2243,993.0000,618.0756,99.3000,40.6356,45.7785,52.2070,71.4927,97.5166,111.2133,155.7709,172.2709,185.4709,,,,qwen/qwen2-vl-2b-instruct,,Output sequence length in tokens,0=0;100=7;210=10;430=10;880=10;1800=10;3700=10;7600=10;16000=10;32000=10;+Inf=10
localhost:8000,histogram,dynamo_frontend_request_duration_seconds,seconds,10,6.2243,5.7985,3.6092,0.5798,0.1475,0.1576,0.1703,0.2846,0.5618,0.8391,1.0054,1.0609,1.1052,,,,qwen/qwen2-vl-2b-instruct,,Duration of LLM requests,0=0;1.9=10;3.4=10;6.3=10;12=10;22=10;40=10;75=10;140=10;260=10;+Inf=10
localhost:8000,histogram,dynamo_frontend_time_to_first_token_seconds,seconds,10,6.2243,0.6980,0.4345,0.0698,0.0269,0.0291,0.0319,0.0393,0.0482,0.0918,0.1392,0.1572,0.1716,,,,qwen/qwen2-vl-2b-instruct,,Time to first token in seconds,0=0;0.0022=0;0.0047=0;0.01=0;0.022=0;0.047=4;0.1=7;0.22=10;0.47=10;1=10;2.2=10;4.7=10;10=10;22=10;48=10;100=10;220=10;480=10;+Inf=10
localhost:8000,histogram,dynamo_router_overhead_block_hashing_ms,milliseconds,0,,,,,,,,,,,,,,,,2927170518315651499,,,Time spent computing block hashes in milliseconds,0.0001=0;0.0002=0;0.0004=0;0.0008=0;0.0016=0;0.0032=0;0.0064=0;0.0128=0;0.0256=0;0.0512=0;0.1024=0;0.2048=0;0.4096=0;0.8192=0;1.6384=0;3.2768=0;6.5536=0;13.1072=0;+Inf=0
localhost:8000,histogram,dynamo_router_overhead_indexer_find_matches_ms,milliseconds,0,,,,,,,,,,,,,,,,2927170518315651499,,,Time spent in indexer find_matches in milliseconds,0.0001=0;0.0002=0;0.0004=0;0.0008=0;0.0016=0;0.0032=0;0.0064=0;0.0128=0;0.0256=0;0.0512=0;0.1024=0;0.2048=0;0.4096=0;0.8192=0;1.6384=0;3.2768=0;6.5536=0;13.1072=0;+Inf=0
localhost:8000,histogram,dynamo_router_overhead_scheduling_ms,milliseconds,0,,,,,,,,,,,,,,,,2927170518315651499,,,Time spent in scheduler worker selection in milliseconds,0.0001=0;0.0002=0;0.0004=0;0.0008=0;0.0016=0;0.0032=0;0.0064=0;0.0128=0;0.0256=0;0.0512=0;0.1024=0;0.2048=0;0.4096=0;0.8192=0;1.6384=0;3.2768=0;6.5536=0;13.1072=0;+Inf=0
