workload,stage,run_dir,request_latency_ms_avg,request_latency_ms_p90,request_latency_ms_p99,request_throughput_rps,output_token_throughput_tps,image_throughput_ips,input_tokens_avg,output_tokens_avg,request_count
decode_heavy,AGG,artifacts/p4_7b/decode_heavy/Qwen_Qwen2.5-VL-7B-Instruct-aggregated-1node-native-vllm_concurrency4_20260504_124958,4784.532984199999,4834.951937,4843.5821387,0.6975070116824342,714.2471799628127,0.20902196562928205,895.0,1024.0,10.0
decode_heavy,E/PD,artifacts/p4_7b/decode_heavy/Qwen_Qwen2.5-VL-7B-Instruct-e-pd-1node-native-vllm_concurrency4_20260504_131841,11093.075391299999,11233.6808126,11244.26311916,0.3010694461755528,308.2951128837661,0.09015603448211415,895.0,1024.0,10.0
decode_heavy,E/P/D,artifacts/p4_7b/decode_heavy/Qwen_Qwen2.5-VL-7B-Instruct-e-p-d-1node-native-vllm_concurrency4_20260504_132831,23300.809446599997,23851.4701713,23851.722934229998,0.14410040460212883,147.55881431257993,0.04294259409300734,895.0,1024.0,10.0
