nid001096,0, 36157, 40960, 0, 98.58, 36
nid001096,1, 36093, 40960, 0, 103.84, 33
nid001096,2, 36093, 40960, 0, 101.27, 35
nid001096,3, 36093, 40960, 0, 107.54, 32
nid001097,0, 36839, 40960, 0, 102.79, 35
nid001097,1, 36833, 40960, 0, 103.04, 33
nid001097,2, 36833, 40960, 0, 101.92, 33
nid001097,3, 36833, 40960, 0, 106.54, 33
