nid008500,0, 10341, 81920, 0, 95.78, 32
nid008500,1, 10341, 81920, 0, 92.47, 30
nid008500,2, 72559, 81920, 0, 91.94, 35
nid008500,3, 72835, 81920, 0, 92.36, 32
